ID,Full Name,Korean Name,Birth Year,Group,Country,Gender
1340,Lee Sunmi,이선미,1992,Wonder Girls,South Korea,F
1341,Hwang Jiwon,황지원,2000,,South Korea,F
1342,Lee Sunkyu,이순규,1989,SNSD,South Korea,F
1343,Kim Sunwoo,김선우,2003,ENHYPEN,South Korea,M
1344,Kim Minjung,김민정,2002,NATURE,South Korea,F
1345,Choi Sunwoo,최선우,1992,Boys Republic,South Korea,M
1346,Kim Sunwoo,김선우,2000,The Boyz,South Korea,M
1347,Seon Yein,선예인,1996,UP10TION,South Korea,M
1348,Kang Suri,강수리,1994,CHECKMATE,South Korea,F
1349,Kim Surin,김수린,1991,Two X,South Korea,F
1350,Lee Suwoong,이수웅,1995,Boys Republic,South Korea,M
1351,Ji Suyeon,지수연,1997,Weki Meki,South Korea,F
1352,Kim Suyun,김수윤,2001,Rocket Punch,South Korea,F
1353,Bae Suji,배수지,1994,miss A,South Korea,F
1354,Kim Suji,김수지,2001,MAJORS,South Korea,F
1355,Kim Suan,김수안,2000,CRAXY,South Korea,F
1356,Park Soojin,박수진,2003,Purple Kiss,South Korea,F
1357,Lee Junyoung,이준영,2002,BLITZERS,South Korea,M
1358,Choi Seunghyun,최승현,1987,BIGBANG,South Korea,M
1359,Ok Taecyeon,옥택연,1988,2:00 PM,South Korea,M
1360,Kim Taedong,김태동,1997,OMEGA X,South Korea,M
1361,Moon Taeeun,문태은,2000,IM,South Korea,M
1362,Yoo Taeha,유태하,1995,,South Korea,F
1363,Kim Taeha,김태하,1998,,South Korea,F
1364,Kim Taeheon,김태헌,1989,ZE:A,South Korea,M
1365,Lee Taehoon,이태훈,2000,NINE.i,South Korea,M
1366,Choi Taehun,최태훈,2002,TNX,South Korea,M
1367,Nam Taehyun,남태현,1994,,South Korea,M
1368,Noh Taehyun,노태현,1993,HOTSHOT,South Korea,M
1369,Kang Taehyun,강태현,2002,TXT,South Korea,M
1370,Lee Taeil,이태일,1990,Block B,South Korea,M
1371,Moon Taeil,문태일,1994,NCT,South Korea,M
1372,Jung Taekhyeon,정택현,2003,1the9,South Korea,M
1373,Lee Taemin,이태민,1993,SHINee,South Korea,M
1374,Lee Yujin,이유진,1994,Gate9,South Korea,F
1375,Kim Taerae,김태래,2002,TEMPEST,South Korea,M
1376,Lim Jeongmin,임정민,2000,LUNARSOLAR,South Korea,F
1377,Yang Taeseon,양태선,2000,TRCNG,South Korea,M
1378,Lee Taesung,이태승,2003,,South Korea,M
1379,Yoo Taewoong,유태웅,1994,SNUPER,South Korea,M
1380,Dong Youngbae,동영배,1988,BIGBANG,South Korea,M
1381,Yoo Taeyang,유태양,1997,SF9,South Korea,M
1382,Kim Taeyeon,김태연,1989,SNSD,South Korea,F
1383,Lee Taeyong,이태용,1995,NCT,South Korea,M
1384,Kim Taeyoung,김태영,2003,CRAVITY,South Korea,M
1385,Kim Taeyoung,김태영,1999,7 O'clock,South Korea,M
1386,Son Youngtaek,손영택,1998,Golden Child,South Korea,M
1387,Yeom Taekyun,염태균,2002,Ciipher,South Korea,M
1388,Terada Takuya,테라다 타쿠야,1992,CROSS GENE,Japan,M
1389,Choi Seokwon,최석원,1996,Ciipher,South Korea,M
1390,Hwang Zitao,황자도,1993,,China,M
1391,Choi Wonjin,최원진,1994,Hot Blood Youth,South Korea,M
1392,Chittaphon Leechaiyapornkul,칫따폰 리차이야뽄꾼,1996,NCT,Thailand,M
1393,Jang Sungsik,장성식,1997,DKB,South Korea,M
1394,Han Dasom,한다솜,1998,,South Korea,F
1395,Xu Minghao,쉬밍하오,1997,Seventeen,China,M
1396,Choi Taeyang,최태양,2001,P1Harmony,South Korea,M
1397,Park Sanghyun,박상현,1990,,South Korea,M
1398,Hwang Miyoung,황미영,1989,SNSD,South Korea,F
1399,Kim Moongyu,김문규,1993,HOTSHOT,South Korea,M
1400,Christine Joy Park,크리스틴 조이 박,1994,Blady,USA,F
1401,Fukutomi Tsuki,후쿠토미 츠키,2002,Billlie,Japan,F
1402,Chou Tzuyu,저우쯔위,1999,Twice,Taiwan,F
1403,Mizuguchi Yuto,미즈구치 유토,1999,ONF,Japan,M
1404,Sun Hengyu,쑨헝위,2001,BLANK2Y,China,M
1405,Jung Yunho,정윤호,1986,TVXQ,South Korea,M
1406,Kim Yukwon,김유권,1992,Block B,South Korea,M
1407,Yoo Jiyeon,윤지연,1997,BADKIZ,South Korea,F
1408,Yu Hyejun,유혜준,2002,NATURE,South Korea,F
1409,Kim Yujin,김유진,1988,,South Korea,F
1410,Jang Yuji,정유지,1991,,South Korea,F
1411,Kim Yewon,김예원,1998,VIVIZ,South Korea,F
1412,Kim Taehyung,김태형,1995,BTS,South Korea,M
1413,Kim Jungwoo,김정우,1999,NINE.i,South Korea,M
1414,Jae Hyun,재현,2000,NINE.i,South Korea,M
1415,Choi Hansol,최한솔,1998,Seventeen,USA,M
1416,Kim Via,김비아,2000,FANATICS,South Korea,F
1417,Song Qian,송치엔,1987,f(x),China,F
1418,Kang Eunhye,강은혜,1988,,South Korea,F
1419,Lee Seunghyun,이승현,1998,Spectrum,South Korea,M
1420,Kim Jimin,김지민,2000,MAJORS,South Korea,F
1421,Wong Viian,황가희,1996,LOONA,Hong Kong,F
1422,Park Sunghee,박성희,1998,Gate9,South Korea,F
1423,Heo Minsun,허민선,1990,Crayon Pop,South Korea,F
1424,Lee Sungjun,이성준,1996,UP10TION,South Korea,M
1425,Son Seunghwan,손승완,1994,Red Velvet,South Korea,F
1426,Li Wenhan,리원한,1994,UNIQ,China,M
1427,Jung Wheein,정휘인,1995,Mamamoo,South Korea,F
1428,Bang Junhyuk,방준혁,2004,MCND,South Korea,M
1429,Kim Minjung,김민정,2001,aespa,South Korea,F
1430,Dong Sicheng,뚱쓰청,1997,NCT,China,M
1431,Kwak Dawit,곽다윗,2002,EPEX,South Korea,M
1432,Park Sungwon,박성원,2003,Ciipher,South Korea,M
1433,Won Bin,원빈,2004,ATBO,South Korea,M
1434,Won Hyuk,원혁,2002,E'LAST,South Korea,M
1435,Jung Woncheol,정원철,1996,MY.st,South Korea,M
1436,Seol Wondae,설원대,1998,Dongkiz,South Korea,M
1437,Shin Hoseok,신호석,1993,,South Korea,M
1438,Won Jin,원진,2003,GIDONGDAE,South Korea,M
1439,Ham Wonjin,함원진,2001,CRAVITY,South Korea,M
1440,Lee Wonjun,이원준,2002,E'LAST,South Korea,M
1441,Kim Wonpil,김원필,1994,DAY6,South Korea,M
1442,Ju Wontak,주원탁,1996,,South Korea,M
1443,Jeon Wonwoo,전원우,1996,Seventeen,South Korea,M
1444,Jang Wonyoung,장원영,2004,IVE,South Korea,F
1445,Kim Chaewon,김채원,1997,CRAXY,South Korea,F
1446,Seo Woobin,서우빈,2000,CRAVITY,South Korea,M
1447,Jeong Woobin,정우빈,2000,Luminous,South Korea,M
1448,Shin Woochul,신우철,2002,Newkidd,South Korea,M
1449,Park Woodam,박우담,1995,D1CE,South Korea,M
1450,Bae Woohee,배우희,1991,Dal Shabet,South Korea,F
1451,Nam Woohyun,남우현,1991,Infinite,South Korea,M
1452,Park Woojin,박우진,1999,AB6IX,South Korea,M
1453,Lee Woojin,이우진,2003,TheEastLight,South Korea,M
1454,Kim Woojin,김우진,1997,,South Korea,M
1455,Lee Woojin,이우진,2003,Ghost9,South Korea,M
1456,Lee Woojin,이우진,1996,MY.st,South Korea,M
1457,Kim Woojoo,김우주,1996,Wassup,South Korea,F
1458,Kim Sangyoon,김상윤,1996,14U,South Korea,M
1459,Cho Wooju,조우주,2004,BLITZERS,South Korea,M
1460,Hwang Woolim,황우림,1996,Playback,South Korea,F
1461,Cha Woonggi,차웅기,2002,TOO,South Korea,M
1462,Song Wonho,홍원호,2003,YOUNITE,South Korea,M
1463,Go Woori,고우리,1988,Rainbow,South Korea,F
1464,Jeong Wooseok,정우석,1998,PENTAGON,South Korea,M
1465,Kim Wooseok,김우석,1996,UP10TION,South Korea,M
1466,Kim Minseok,김민석,1999,IZ,South Korea,M
1467,Choi Sunghyuk,최성혁,1994,SNUPER,South Korea,M
1468,Park Jinkyung,박진경,2003,woo!ah!,South Korea,F
1469,Jo Wooyeop,조우엽,2000,TRCNG,South Korea,M
1470,Jang Wooyoung,장우영,1989,2:00 PM,South Korea,M
1471,Jung Wooyoung,정우영,1999,ATEEZ,South Korea,M
1472,Lee Jihoon,이지훈,1996,Seventeen,South Korea,M
1473,Kim Seyoon,김세윤,1993,A.C.E,South Korea,M
1474,Shim Jaeyoung,심재영,1995,ONF,South Korea,M
1475,Lee Seheun,이세흔,1999,Girlkind,South Korea,F
1476,Lee Jinwoo,이진우,1998,OMEGA X,South Korea,M
1477,Shin Jiho,신지호,1994,Topp Dogg,South Korea,M
1478,Kim Junsu,김준수,1986,JYJ,South Korea,M
1479,Lee Dongyeol,이동열,1998,UP10TION,South Korea,M
1480,Shen Xiao Ting,션샤오팅,1999,Kep1er,China,F
1481,Wang Xinwi,왕씬위,1996,VARSITY,China,M
1482,Son Dongju,손동주,2000,Oneus,South Korea,M
1483,Kim Minseok,김민석,1990,EXO,South Korea,M
1484,Kang Minseok,강민석,1996,VARSITY,South Korea,M
1485,Park Junghyun,박정현,2000,Pristin,South Korea,F
1486,Wu Xuanyi,우쉬안이,1995,Cosmic Girls,China,F
1487,Choi Sungyoon,최성윤,1995,Golden Child,South Korea,M
1488,Yan An,옌안,1996,PENTAGON,China,M
1489,Seo Sangwon,서상원,1995,Topp Dogg,South Korea,M
1490,Kim Haeun,김하은,1999,,South Korea,F
1491,Baek Yebin,백예빈,1997,DIA,South Korea,F
1492,Kim Yebin,김예빈,2004,HOT ISSUE,South Korea,F
1493,Shin Yechan,신예찬,2001,OMEGA X,South Korea,M
1494,Kim Yechan,김예찬,1995,Pink Fantasy,South Korea,F
1495,Bang Yedam,방예담,2002,Treasure,South Korea,M
1496,Jang Yeeun,장예은,1998,CLC,South Korea,F
1497,Hwang Yeeun,황예은,1997,Blady,South Korea,F
1498,Kim Yewon,김예원,1999,Pristin,South Korea,F
1499,Kim Yehyeon,김예현,1999,GIDONGDAE,South Korea,M
1500,Jeong Yein,정예인,1998,Lovelyz,South Korea,F
1501,Ahn Yein,안예인,1995,MELODYDAY,South Korea,F
1502,Hwang Yeji,황예지,2000,ITZY,South Korea,F
1503,Kim Yeju,김예주,2004,ICHILLIN',South Korea,F
1504,Oh Yejun,오예준,2002,E'LAST,South Korea,M
1505,Han Shinyoung,한신영,2004,H1-KEY,South Korea,F
1506,Kim Eunbi,김은비,1993,Pungdeng-E,South Korea,F
1507,Yang Yena,양예나,2000,APRIL,South Korea,F
1508,Jeong Yena,정예나,2000,G-reyish,South Korea,F
1509,Choi Yena,최예나,1999,IZ*ONE,South Korea,F
1510,Park Yeeun,박예은,1989,Wonder Girls,South Korea,F
1511,Yeon Changgu,여창구,1996,PENTAGON,South Korea,M
1512,Jung Jieun,정지은,1990,MELODYDAY,South Korea,F
1513,Im Yeojin,임여진,2002,LOONA,South Korea,F
1514,Ahn Yeonji,안연지,2000,P.O.P,South Korea,F
1515,Kim Yeonhee,김연희,2000,Rocket Punch,South Korea,F
1516,Ju Yeonho,주연호,2000,Verivery,South Korea,M
1517,Yang Yeonje,양연제,1999,ALICE,South Korea,F
1518,Song Yeonjoo,정연주,1997,P.O.P,South Korea,F
1519,Choi Yeonjun,최연준,1999,TXT,South Korea,M
1520,Yu Yeonjung,유연정,1999,Cosmic Girls,South Korea,F
1521,Kim Yeonkyu,김연규,2004,ATBO,South Korea,M
1522,Jeong Yeontae,정연태,1992,IN2IT,South Korea,M
1523,Lee Dabin,이다빈,1996,,South Korea,F
1524,Lee Jinsook,이진숙,1999,Cosmic Girls,South Korea,F
1525,Ahn Chaeyeon,안채연,1996,Hello Venus,South Korea,F
1526,Kim Soyeon,김소연,1994,Gate9,South Korea,F
1527,Choi Yeori,최여리,1999,ARIAZ,South Korea,F
1528,Kang Yeosang,강여상,1999,ATEEZ,South Korea,M
1529,Lee Kyeongbin,이경빈,1997,ARGON,South Korea,M
1530,Ha Yeowool,하여울,1998,Purplebeck,South Korea,F
1531,Yang Yeram,양예람,2000,Astin,South Korea,M
1532,Kim Yerim,김예림,1999,Red Velvet,South Korea,F
1533,Jeong Yerim,정예림,1997,Purplebeck,South Korea,F
1534,Baek Yerin,백예린,1997,15&,South Korea,F
1535,Jung Yerin,정예린,1996,Gfriend,South Korea,F
1536,Kang Yeseo,강예서,2005,Kep1er,South Korea,F
1537,Kim Yeseul,김예슬,2004,Hi-L,South Korea,F
1538,Lee Yeso,이예소,2001,G-reyish,South Korea,F
1539,Kim Jongwoon,김종운,1984,Super Junior,South Korea,M
1540,Seo Yewang,서예왕,2005,EPEX,South Korea,M
1541,Park Yewon,박예원,2004,HOT ISSUE,South Korea,F
1542,Lee Yeji,이예지,1994,Fiestar,South Korea,F
1543,Wang Yibo,왕이보,1997,UNIQ,China,M
1544,Jang Yijeong,장이정,1993,HISTORY,South Korea,M
1545,Wang Yiren,왕이런,2000,Everglow,China,F
1546,Zhou Yixuan,조이쉔,1990,UNIQ,China,M
1547,Jung Dasol,정다솔,1995,BVNDIT,South Korea,F
1548,Kim Yohan,김요한,1999,WEi,South Korea,M
1549,Jo Yonggeun,조용근,1995,D1CE,South Korea,M
1550,Bang Yongguk,방용국,1990,B.A.P,South Korea,M
1551,Yoo Yongha,유용하,1999,WEi,South Korea,M
1552,Kim Yonghee,김용희,2000,CIX,South Korea,M
1553,Jin Yonghoon,진용훈,1994,Onewe,South Korea,M
1554,Jung Yonghwa,정용화,1989,CNBLUE,South Korea,M
1555,Kim Yongseok,김용석,1993,CROSS GENE,South Korea,M
1556,Choi Yongseok,최용석,1996,CHECKMATE,South Korea,M
1557,Kim Yongseung,김용승,2000,Verivery,South Korea,M
1558,Yoo Siah,유시아,1995,Oh My Girl,South Korea,F
1559,Park Yoochun,박유천,1986,JYJ,South Korea,M
1560,Kim Yoohyeon,김유현,1997,Dreamcatcher,South Korea,F
1561,Jang Yoojin,정유진,1992,,South Korea,F
1562,Jun Yoojun,정유준,1995,D1CE,South Korea,M
1563,Jung Gun,정건,2000,BAE173,South Korea,M
1564,Choi Yoojung,최유정,1999,Weki Meki,South Korea,F
1565,Lee Taeyeop,이태엽,1997,OnlyOneOf,South Korea,M
1566,Seo Yookyung,서유경,1993,,South Korea,F
1567,Na Yoomin,나유민,1993,MELODYDAY,South Korea,F
1568,Heo Yoon,허윤,1994,4TEN,South Korea,F
1569,Kang Seungyoon,강승윤,1994,WINNER,South Korea,M
1570,Ji Hayoon,지하윤,1997,Gate9,South Korea,F
1571,Shim Jayoon,심자윤,2004,STAYC,South Korea,F
1572,Im Yoona,임윤아,1990,SNSD,South Korea,F
1573,Ogura Yuuna,오구라 유우나,2000,bugAboo,Japan,F
1574,Ha Yoonbin,하윤빈,2000,,South Korea,M
1575,Jung Yoonhye,정윤혜,1990,Rainbow,South Korea,F
1576,Jung Yoonhye,정윤혜,2001,FANATICS,South Korea,F
1577,Shin Yoonjo,신윤조,1992,UNI.T,South Korea,F
1578,Yoon Sanghyuk,윤상혁,1994,HOTSHOT,South Korea,M
1579,Jeong Yoosung,정유성,1992,,South Korea,M
1580,Kim Yooyeon,김유연,2001,tripleS,South Korea,F
1581,Lee Yooyoung,이유영,1995,Hello Venus,South Korea,F
1582,Yang Yoseob,양요섭,1990,Highlight,South Korea,M
1583,Kanemoto Yoshinori,카네모토 요시노리,2000,Treasure,Japan,M
1584,Kim Jihyeo,유아이,2000,Dreamnote,South Korea,F
1585,Kang Young-hyun,강영현,1993,DAY6,South Korea,M
1586,Kim Youngbin,김영빈,1993,SF9,South Korea,M
1587,Jeong Youngbin,정영빈,1998,Luminous,South Korea,M
1588,Lee Youngbin,이영빈,2001,BLANK2Y,South Korea,M
1589,Seo Youngeun,서영은,2004,Kep1er,South Korea,F
1590,Go Youngheun,고영흔,1994,Blackswan,South Korea,F
1591,Noh Youngho,노영호,1993,SIGNAL,South Korea,M
1592,Kim Younghoon,김영훈,1997,The Boyz,South Korea,M
1593,Yoo Youngjae,유영재,1994,B.A.P,South Korea,M
1594,Choi Youngjae,최영재,1996,GOT7,South Korea,M
1595,Hur Youngji,허영지,1994,,South Korea,F
1596,Jo Youngmin,조영민,1995,Boyfriend,South Korea,M
1597,Lim Youngmin,임영민,1995,,South Korea,M
1598,Ryu Youngseo,류영서,2002,BAE173,South Korea,M
1599,Cho Youngwoon,조영웅,1999,14U,South Korea,M
1600,Mikami Yua,미카미 유아,1993,Honey Popcorn,Japan,F
1601,Jin Yubeen,진유빈,2006,TRACER,South Korea,F
1602,Kim Yubin,김유빈,1988,Wonder Girls,South Korea,F
1603,Bae Yubin,배유빈,1997,Oh My Girl,South Korea,F
1604,Cho Yubin,조유빈,1999,,South Korea,F
1605,Kim Yubin,김유빈,2002,Bling Bling,South Korea,F
1606,Jang Yubin,장유빈,2004,Mirae,South Korea,M
1607,Nancy Yang,낸시 양,2004,Lapillus,USA,F
1608,Park Subin,박수빈,1996,H.U.B,South Korea,F
1609,Kim Yugyeom,김유겸,1997,GOT7,South Korea,M
1610,Kang Kyungwon,강경원,1997,Hinapia,South Korea,F
1611,Kim Yujeong,김유정,1992,,South Korea,F
1612,Nam Yujeong,남유정,1991,Brave Girls,South Korea,F
1613,Lee Yujeong,이유정,2004,LIGHTSUM,South Korea,F
1614,Son Yuji,손유지,1998,3YE,South Korea,F
1615,Choi Yujin,최유진,1996,Kep1er,South Korea,F
1616,Seo Yoojin,소유진,1994,Playback,South Korea,F
1617,Jeong Yujin,정유진,1989,S#aFLA,South Korea,F
1618,Ahn Yujin,안유진,2003,IVE,South Korea,F
1619,Choi Yuna,최유나,1997,Gfriend,South Korea,F
1620,Choi Yuju,최유주,1997,Cherry Bullet,South Korea,F
1621,Lim Jiyeon,임지연,2002,Saturday,South Korea,F
1622,Mori Koyuki,모리 코유키,2002,Purple Kiss,Japan,F
1623,Amanumu Yuku,아마누마 유쿠,2002,DKB,Japan,M
1624,Lee Yukyung,이유경,1999,ALICE,South Korea,F
1625,Kim Yulhee,김율희,1997,,South Korea,F
1626,Seo Yuna,서유나,1992,AoA,South Korea,F
1627,Lee Yuna,이유나,1993,Brave Girls,South Korea,F
1628,Shin Yuna,신유나,2003,ITZY,South Korea,F
1629,Jeong Yunho,정윤호,1999,ATEEZ,South Korea,M
1630,Lee Yunji,이윤지,1992,Playback,South Korea,F
1631,Kim Yunji,김윤지,1996,ARIAZ,South Korea,F
1632,Huh Yunjin,허윤진,2001,LE SSERAFIM,South Korea,F
1633,Seo Yunkyung,서윤경,2001,Rocket Punch,South Korea,F
1634,Yun Min,윤민,2001,Newkidd,South Korea,M
1635,Hwang Yunseong,황윤성,2000,DRIPPIN,South Korea,M
1636,Hwang Yunsung,황윤성,1996,Romeo,South Korea,M
1637,Song Yuqi,송우기,1999,(G)I-DLE,China,F
1638,Kim Ahyoung,김아영,1992,Girl's Day,South Korea,F
1639,Kwon Yuri,권유리,1989,SNSD,South Korea,F
1640,Jo Yuri,조유리,2001,IZ*ONE,South Korea,F
1641,Park Yurim,박유림,1998,3YE,South Korea,F
1642,Nakamoto Yuta,나카모토 유타,1995,NCT,Japan,M
1643,Adachi Yuto,아다치 유토,1998,PENTAGON,Japan,M
1644,Tokunaga Yuuri,도쿠나가 유우리,2001,LUNARSOLAR,Japan,F
1645,Song Yuvin,송유빈,1998,B.O.Y,South Korea,M
1646,Ha Sooyoung,하수영,1997,LOONA,South Korea,F
1647,Kim Moonyong,김문용,1991,UNVS,South Korea,M
1648,Jeong Jaewook,정재욱,1993,,South Korea,M
1649,Choi Junhong,최준홍,1996,B.A.P,South Korea,M
1650,Nasukawa Shota,나스카와 쇼타,2003,T1419,Japan,M
1651,Zhou Mi,조미,1986,Super Junior-M,China,M
1652,Woo Jiho,우지호,1992,Block B,South Korea,M
1653,Jin Hyunbin,진현빈,2001,bugAboo,South Korea,F
1654,Park Heejun,박희준,1997,VAV,South Korea,M
1655,Bae Jinye,배진예,1994,LABOUM,South Korea,F
1656,Cho Hyewon,조혜원,2005,Weeekly,South Korea,F
1657,Bae Juho,백주호,1996,SF9,South Korea,M
1658,Kim Joomi,김주미,1994,Ladies' Code,South Korea,F
